Unnamed: 0,username,text,created_at,sumber,sentiment,month,label_code,text_stopwords
8205,@mediachannel8235,siapapun kamu yang baca ini di tahun tolong like yaa saya ingin kembali,,Youtube,netral,,0,siapapun baca tahun tolong like yaa ingin kembali
8206,@AdiSena-03,masih angett banyakin video soal bitcoin admin ngomu,,Youtube,netral,,0,masih angett banyakin video soal bitcoin admin ngomu
8207,@achmadkhaerudin6768,yang penting pakai uang dingin jangan uang panas belinya,,Youtube,netral,,0,penting pakai uang dingin jangan uang panas belinya
8208,@alihamzah7539,aamin insyallah lebih dari itu juga dapat yang penting sabar dan rutin nabung tiap bulan,,Youtube,positive,,1,aamin insyallah lebih dapat penting sabar rutin nabung tiap bulan
8209,@altaism,tidak kebayang ributnya indonesia kalau cadev nya pakai bitcoin ribut banget saya yakin,,Youtube,negative,,2,kebayang ributnya indonesia cadev nya pakai bitcoin ribut banget yakin
8210,@nigellanisrinashalihah9483,dari awal tahun efek trump berusaha untuk nge harga turun bitcoin admin dari ath buat beli harga bawah cadangan bitcoin usa,,Youtube,netral,,0,awal tahun efek trump berusaha nge harga turun bitcoin admin ath buat beli harga bawah cadangan bitcoin usa
8211,@ekasaputra-x5p,penonton arap ngelive apa ada yang hadir disini,,Youtube,netral,,0,penonton arap ngelive hadir disini
8212,@sambalado9516,terjadi jika kita ambil bantal terus rebahan kalau bsk saldo nambah tinggal tarik dana kalau belum nambah lanjutin rebahanny,,Youtube,netral,,0,terjadi jika ambil bantal terus rebahan bsk saldo nambah tinggal tarik dana belum nambah lanjutin rebahanny
8213,@nurrohmah4496,dalam tahun akan turun drastis mfnjadi jt,,Youtube,negative,,2,tahun turun drastis mfnjadi jt
8214,@bagussup,makin kesana makin kesini ya judul videonya,,Youtube,netral,,0,makin kesana makin kesini judul videonya
8215,@WongBiasa8171,satoshi nakamoto full senyum kalau di allin,,Youtube,positive,,1,satoshi nakamoto full senyum allin
8216,@ikhwanwahyufakhrinurrohman5474,update analisa bitcoin terbaru dong admin,,Youtube,netral,,0,update analisa bitcoin terbaru admin
8217,@muhammadaliridho5986,wtf china punya sebanyak itu tapi warganya dilarang beli,,Youtube,negative,,2,wtf china punya sebanyak warganya dilarang beli
8218,@ilmiawanhakiem,beli jual di harga gain masih kurang sudah tidak menarik,,Youtube,negative,,2,beli jual harga gain masih kurang menarik
8219,@SRM.CHANEL,ini pemerintah indonesia ngerti tidak ini atau jangan tidak faham ayo indonesia belilah bitcoin buat asett,,Youtube,netral,,0,pemerintah indonesia ngerti jangan faham ayo indonesia belilah bitcoin buat asett
8220,@perusahaanterbuka4268,mungkin admin salah ucap di menit bitcoin t usd kapitalisa pasar bitcoin masih t usd emas saja t usd,,Youtube,netral,,0,mungkin admin salah ucap menit bitcoin t usd kapitalisa pasar bitcoin masih t usd emas t usd
8221,@MizalHasan,standard chartered memprediksi bitcoin k usd di desember,,Youtube,netral,,0,standard chartered memprediksi bitcoin k usd desember
8222,@david.moishe,kita yang ada disini adalah bagian dari masa depan,,Youtube,positive,,1,disini bagian masa depan
8223,@maswanpur,kenapa ujung nya nie channel malah di endorse sama aplikasi lain,,Youtube,netral,,0,ujung nya nie channel malah endorse sama aplikasi lain
8224,@NetizenAnswer,aduuhh voice nya bikin adem banget sih kakak,,Youtube,positive,,1,aduuhh voice nya bikin adem banget kakak
8225,@sinamot,the fact world war will be happen and cc will be nothing cash and gold more important,,Youtube,negative,,2,the fact world war will be happen and cc will be nothing cash and gold more important
8226,@puncaksejati,admin pls bahas issue great reset akhir ini lgi hngat issue ini biasanya kalau dikemas ngomu jadi lbih menarik pembahasannya,,Youtube,netral,,0,admin pls bahas issue great reset akhir lgi hngat issue biasanya dikemas ngomu jadi lbih menarik pembahasannya
8227,@Zakia55-q6h,canduu bangett admin closing nyaaa,,Youtube,positive,,1,canduu bangett admin closing nyaaa
8228,@amofficialmusicvideoandcho4757,semoga naik soalnya baru pertama banget beli td siang walaupun cuma rb,,Youtube,positive,,1,semoga naik soalnya baru pertama banget beli td siang walaupun cuma rb
8229,@RaditKurniawan118,temenku ada bitcoin buat nyaleg nanyi semoga harganya dapat naik di kemudian hari,,Youtube,positive,,1,temenku bitcoin buat nyaleg nanyi semoga harganya dapat naik kemudian hari
8230,@sasongkoadis1982,bagus admin pemula baru belajar bln lalu solana saja sama bnc,,Youtube,netral,,0,bagus admin pemula baru belajar bln lalu solana sama bnc
8231,@Bois07,jika tidak ada yang percaya maka bitcoin tidak ada harganya pada saatnya nanti segelas air berharga lebih dari seluruh hartamu,,Youtube,negative,,2,jika percaya bitcoin harganya saatnya nanti segelas air berharga lebih seluruh hartamu
8232,@doanandr87,saya udah punya bitcoin ketika beli di harga juta bitcoin,,Youtube,netral,,0,udah punya bitcoin ketika beli harga juta bitcoin
8233,@telunjukdunia,selama tahun saya kenal kripto setau saya jangan pernah beli ketika hype,,Youtube,netral,,0,selama tahun kenal kripto setau jangan pernah beli ketika hype
8234,@patoni-slu,anda jual saya beli sampe tidak ada yang jual lalu yang nawar makin tinggi biar dilepas kepemilikan,,Youtube,negative,,2,anda jual beli sampe jual lalu nawar makin tinggi biar dilepas kepemilikan
8235,@Darksider27,per tanggal februari am harga bitcoin mencapai semoga para holder bitcoin dapat kuat mental untuk tahan beberapa tahun kedepan,,Youtube,netral,,0,per tanggal februari am harga bitcoin mencapai semoga para holder bitcoin dapat kuat mental tahan beberapa tahun kedepan
8236,@jam0000-l6x,bitcoin good tapi lebih baik kalau trading daripada sekedar investing,,Youtube,netral,,0,bitcoin good lebih baik trading daripada sekedar investing
8237,@ack_attack,hati jangan rakus kalau sudah ada untung jangan lupa tapi bertahap yaah,,Youtube,netral,,0,hati jangan rakus untung jangan lupa bertahap yaah
8238,@Maniax27,alhamdulillah aq sudah punya bitcoin,,Youtube,positive,,1,alhamdulillah aq punya bitcoin
8239,@MRCHANNEL2123,sebenernya bitcoin jt saja kan yang jt di pegang satoshi,,Youtube,netral,,0,sebenernya bitcoin jt jt pegang satoshi
8240,@Bestplane,yang blum kenal kripto tolong jngan pada maen kripto,,Youtube,netral,,0,blum kenal kripto tolong jngan maen kripto
8241,@Luph_You,perbanyak update video tentang bitcoin kakak,,Youtube,netral,,0,perbanyak update video tentang bitcoin kakak
8242,@rahmattaufiq9997,video bitcoin dari ngomu yang selalu saya tunggu di november pas area bawah saya beli berkat video dari ngomu,,Youtube,positive,,1,video bitcoin ngomu selalu tunggu november pas area bawah beli berkat video ngomu
8243,@haribahagia,mengapa indonesia tidak ingin ya,,Youtube,netral,,0,mengapa indonesia ingin
8244,@Tuskday,dca ke bitcoin menarik nih,,Youtube,positive,,1,dca bitcoin menarik nih
8245,@viralchannel8195,jgn pernah nyimpen bit coin simpan emas saja,,Youtube,negative,,2,jgn pernah nyimpen bit coin simpan emas
8246,@alimustofa1265,tetap semangat menjalani hidup ini,,Youtube,positive,,1,tetap semangat menjalani hidup
8247,@imammm6258,dapat m di kuartal keempat saja udah bagus tapi semua masukin lagi pas tren turun market,,Youtube,negative,,2,dapat m kuartal keempat udah bagus semua masukin lagi pas tren turun market
8248,@Ghondes22,klau nyampe milyar alhamdulillah banget,,Youtube,positive,,1,klau nyampe milyar alhamdulillah banget
8249,@ScarfaceALCapone69,keren ngedit nya sukses slalu,,Youtube,positive,,1,keren ngedit nya sukses slalu
8250,@usaidiponsel6674,good bahas pi network menjelang ktt di toronto ya,,Youtube,positive,,1,good bahas pi network menjelang ktt toronto
8251,@Didi_tea,yap kembali lagi dengan konsep suplai and demand,,Youtube,netral,,0,yap kembali lagi konsep suplai and demand
8252,@perdinandusperdinandus3730,kakak luna bahas tentang burn kripto dong terkhususnya tentang meme coin yang punya suplai terbanyak seperti shiba inu inu dan tujuan kedepannya meme coin ini dibuat,,Youtube,netral,,0,kakak luna bahas tentang burn kripto terkhususnya tentang meme coin punya suplai terbanyak seperti shiba inu inu tujuan kedepannya meme coin dibuat
8253,@ooufitmasakini,kenapa ya bank bank di indonesia tidak ingin jual beli crpto seperti bitcoin,,Youtube,netral,,0,bank bank indonesia ingin jual beli crpto seperti bitcoin
8254,@DihSiapa,admin sudah admin lagi ngantri goa yang tembus mekkah sama keluarga,,Youtube,netral,,0,admin admin lagi ngantri goa tembus mekkah sama keluarga
8255,@selanurhayati01,lumayan nih buat bahan disertasi pengkajian amerika di ugm doakan kakak buat nabung bitcoin soalnya,,Youtube,netral,,0,lumayan nih buat bahan disertasi pengkajian amerika ugm doakan kakak buat nabung bitcoin soalnya
8256,@dedeilmi8810,saya udah all in bitcoin di harga jt an admin,,Youtube,netral,,0,udah all in bitcoin harga jt an admin
8257,@Kiano-Alfarizi,masih ingat saya bitcoin d tahun dengan harga juta,,Youtube,netral,,0,masih ingat bitcoin d tahun harga juta
8258,@raihanandantino3005,thanks admin infonya bermanfaat banget,,Youtube,positive,,1,thanks admin infonya bermanfaat banget
8259,@allananggara6775,cukup bitcoinya altcoin saja yang naik tolong,,Youtube,negative,,2,cukup bitcoinya altcoin naik tolong
8260,@Gigigigigi-Gw,udah fixed itu trump masukin kripto utama ke cadangan us reserved udah dia umumin tadi pagi termasuk kripto saya dooonk ripple ada yassss,,Youtube,positive,,1,udah fixed trump masukin kripto utama cadangan us reserved udah umumin tadi pagi termasuk kripto dooonk ripple yassss
8261,@AdeIrma-qc5gm,kalau untuk pemula sebaiknya menggunakan aplikasi apa unk beli bitcoin y,,Youtube,netral,,0,pemula sebaiknya menggunakan aplikasi unk beli bitcoin y
8262,@brialasifhayipaka1199,gaa rb bitcoin itu dijadikan reserve buat tahun ini,,Youtube,netral,,0,gaa rb bitcoin dijadikan reserve buat tahun
8263,@gomvel99,climax m skitar thn kedepan dan habis itu akan ada pesaingnya,,Youtube,netral,,0,climax m skitar thn kedepan habis pesaingnya
8264,@gegerdewee5997,saya berfikirr mengapa amerika dapat mempengaruhi harga bitcoin crybto kan anehhh,,Youtube,netral,,0,berfikirr mengapa amerika dapat mempengaruhi harga bitcoin crybto anehhh
8265,@farisonsky,very believable love your content as always,,Youtube,positive,,1,very believable love your content as always
8266,@hidupenak99,asal mayoritas masyarakat tidak membeli bitcoin tidak bernilai,,Youtube,netral,,0,asal mayoritas masyarakat membeli bitcoin bernilai
8267,@AR27DA,these weeks following cfx ripple the percentage has increased rapidly tahan,,Youtube,positive,,1,these weeks following cfx ripple the percentage has increased rapidly tahan
8268,@kim_ch_kimmy,cuma dengan satu syarat orang seluruh dunia percaya,,Youtube,netral,,0,cuma satu syarat orang seluruh dunia percaya
8269,@whitesmile7077,setelah di rbu lanjutnya bitcoin terbang ke juta awal lanjut juta akhir lanjutnya harapanku sih,,Youtube,positive,,1,setelah rbu lanjutnya bitcoin terbang juta awal lanjut juta akhir lanjutnya harapanku
8270,@angrenani2066,tapi hati admin binance dan el savador mulai menjual bitcoin nya,,Youtube,netral,,0,hati admin binance el savador mulai menjual bitcoin nya
8271,@yunuslc7131,ka tolong bahas kripto cardano ya dan potensinya bagaimana setelah cardano masuk cadangan strategis amerika serikat,,Youtube,netral,,0,ka tolong bahas kripto cardano potensinya setelah cardano masuk cadangan strategis amerika serikat
8272,@vidpro7651,milyar pesimis itu yang benar dapat milyar rupiah,,Youtube,negative,,2,milyar pesimis benar dapat milyar rupiah
8273,@fayradzikra-y1z,kembali setelah bsr ditandatangani trump terpantau us belum belanja,,Youtube,netral,,0,kembali setelah bsr ditandatangani trump terpantau us belum belanja
8274,@zaganovyildirim12,naik dari kemaren tinggi maka ada kemungkinan bakalan turun drastis,,Youtube,negative,,2,naik kemaren tinggi kemungkinan bakalan turun drastis
8275,@joni9678,akan turun ke jt kemudian semakin terjun karena fase bitcoin telah usai,,Youtube,negative,,2,turun jt kemudian semakin terjun fase bitcoin usai
8276,@NewWork13,banyakin vidio soal bitcoin ya admin ngomu awas saya sudah subscribe kamu,,Youtube,positive,,1,banyakin vidio soal bitcoin admin ngomu awas subscribe
8277,@AbuzahraXID,negara lain udah melek bitcoin indonesia masih tidur hanya sibuk pajakin kripto saja,,Youtube,negative,,2,negara lain udah melek bitcoin indonesia masih tidur hanya sibuk pajakin kripto
8278,@evihosmin1075,tidak mungkin evakuator saja tidak dibolehkan oleh imf kalau ingin pinjam uang dari imf,,Youtube,netral,,0,mungkin evakuator dibolehkan oleh imf ingin pinjam uang imf
8279,@dedesetiabudimedan,namun kemudian mereka tidak pernah lagi melihat si orang kaya raya maupun si asisten di konoha,,Youtube,netral,,0,namun kemudian pernah lagi melihat si orang kaya raya maupun si asisten konoha
8280,@eftumbs5054,kekayaan bitcoin kripto akan sulit diwarisankan jk trader meninggal bagaimana pendapatan sbg pertimbangan,,Youtube,netral,,0,kekayaan bitcoin kripto sulit diwarisankan jk trader meninggal pendapatan sbg pertimbangan
8281,@Vocusera,mng ingin mamahrika beli bitcoin seharga k kayanya bakalan bikin drama biar bitcoin nyungsep kekerak bumi baru buy lebih bnyk lagi,,Youtube,negative,,2,mng ingin mamahrika beli bitcoin seharga k kayanya bakalan bikin drama biar bitcoin nyungsep kekerak bumi baru buy lebih bnyk lagi
8282,@Cleo123-uz9mb,semoga dapat sampai jt sub kakak,,Youtube,positive,,1,semoga dapat sampai jt sub kakak
8283,@AIfaThymoty,sudah ttd bitcoin reserve semalam,,Youtube,netral,,0,ttd bitcoin reserve semalam
8284,@Elmil_Motovlog,bagaimana nasib jerman menjual semua aset bitcoin nya,,Youtube,netral,,0,nasib jerman menjual semua aset bitcoin nya
8285,@bogelsion5203,alhamdulillah saya udah punya saya bitcoin,,Youtube,positive,,1,alhamdulillah udah punya bitcoin
8286,@alfallangkychanel1433,coba bahas pi nerwork kakak,,Youtube,netral,,0,coba bahas pi nerwork kakak
8287,@frankyedi1987,langsung all in ini mah ka,,Youtube,positive,,1,langsung all in mah ka
8288,@ChanelSerialAivideos,bagaimana dengan ripple admin koin idola,,Youtube,netral,,0,ripple admin koin idola
8289,@Iyanlurrs,setelah menonton video ini saya langsung inves bitcoin k semoga jadi lambo,,Youtube,positive,,1,setelah menonton video langsung inves bitcoin k semoga jadi lambo
8290,@andijunioridho3781,susah market skg terlalu bergantung sama kebijakan politik dan makro ekonomi,,Youtube,netral,,0,susah market skg terlalu bergantung sama kebijakan politik makro ekonomi
8291,@Yukimura99,luna suaramu bikin terngiang ngiang,,Youtube,positive,,1,luna suaramu bikin terngiang ngiang
8292,@freezonechannel8639,asalkan semua pom er kripto berhasil mengiring investor baru dan newbie untuk terjun dimedan penjagalan massal banget ini diendorse sama sponsor yang mana lg nih,,Youtube,negative,,2,asalkan semua pom er kripto berhasil mengiring investor baru newbie terjun dimedan penjagalan massal banget diendorse sama sponsor mana lg nih
8293,@Congcorangsalto,kenapa kamu pinter sih teh subscribed,,Youtube,positive,,1,pinter teh subscribed
8294,@destadesta7,berarti kalau beli sekarang cuma dapat untung x lipat,,Youtube,netral,,0,berarti beli sekarang cuma dapat untung x lipat
8295,@otron805,ngapain beli bitcoin yang barang tidak ada tidak exist secara fisik mending beli logam mulia and perak,,Youtube,netral,,0,ngapain beli bitcoin barang exist secara fisik mending beli logam mulia and perak
8296,@balenasu,bagus sayangku dengerin kamu tidak aaaada bosanya,,Youtube,positive,,1,bagus sayangku dengerin aaaada bosanya
8297,@rezkiy26,bahas ethereum juga dong kakak luna kira apakah dapat ath lagi kyk bitcoin,,Youtube,netral,,0,bahas ethereum kakak luna kira apakah dapat ath lagi kyk bitcoin
8298,@AdekRama-v1l,kakak coba posting tentang pi network,,Youtube,netral,,0,kakak coba posting tentang pi network
8299,@gabbiescarlet9196,ingin download app nya tapi kenapa tidak tersedia di hong kong ya minta app yang bagus donk kakak para suhu mudah an sukses semua kakak yahhh,,Youtube,negative,,2,ingin download app nya tersedia hong kong minta app bagus donk kakak para suhu mudah an sukses semua kakak yahhh
8300,@MasaDepanDunia,hadee jelas baru diomongin presiden belum ditekan di undang undang melalui parlement,,Youtube,netral,,0,hadee jelas baru diomongin presiden belum ditekan undang undang melalui parlement
8301,@solymatondang8989,suka banget sama suara yang isi,,Youtube,positive,,1,suka banget sama suara isi
8302,@AsaBroadcast,kalau islam berkuasa bitcoin tanpa jaminan real asset tidak akan diakui tetap emas dan perak sebagain nilai tukar stabil,,Youtube,netral,,0,islam berkuasa bitcoin tanpa jaminan real asset diakui tetap emas perak sebagain nilai tukar stabil
8303,@yosisuci2304,setelah melihat video ini saya putuskan jual bitcoin saya,,Youtube,negative,,2,setelah melihat video putuskan jual bitcoin
8304,@izzul4410,semoga saja bner bhkan coin m itu prediksi black rock,,Youtube,netral,,0,semoga bner bhkan coin m prediksi black rock
8305,@bimolombok,nyesel dulu jual bitcoin saya coin masih harga juta an hehehe rizki fluktuatif,,Youtube,negative,,2,nyesel dulu jual bitcoin coin masih harga juta an hehehe rizki fluktuatif
