,username,text,created_at,sumber
8006,@Thunderbelt72,orang orang udah kebanyakan bilang exit market di bulan maret tapi saya malah mikir market malah baru rally,2025-01-12T13:00:32Z,Youtube
8007,@riskisahputra4432,tengkiu untuk analisanya ya kk,2025-01-14T05:28:09Z,Youtube
8008,@MSyarifFirmansyah,cara atur moving average nya berapa panjang dll nya admin ingin cek udah dipotong belum buat tahun sekarang,2025-05-23T06:55:34Z,Youtube
8009,@dindapermatasari4521,bahas cara invest saham china dong kakak plis,2025-02-01T11:24:21Z,Youtube
8010,@garyirawan29,thank you banget ngomu sangat mencerahkan,2025-01-12T04:40:35Z,Youtube
8011,@brorudimedia13,thanks mbak luna dapat buat pathokan nihh,2025-01-14T11:23:23Z,Youtube
8012,@kiira.corporation7573,sejauh ini ini yang paling jauh penjelasan kenaikan bitcoin nya terima kasih kaluna,2025-01-12T22:24:58Z,Youtube
8013,@euroscalperofficial,semangat terus upload sangat menambah wawasan,2025-01-17T13:54:52Z,Youtube
8014,@abdulmalikmulki6452,saya dari masa depan pi cycle akan bersinggungan pada tanggal oktober,2025-01-13T10:04:19Z,Youtube
8015,@agusaari3622,kakak maksudnya ma x itu gimna,2025-06-08T05:11:07Z,Youtube
8016,@KesadaranOtak,bahas tentang solana admin demen denger suara ngomu tahan koin bitcoin ethereum solana ripple koin meme,2025-03-26T20:12:40Z,Youtube
8017,@baksimandroid6429,pola nya adalah hari setelah bitcoin pertama banget rilis,2025-01-15T12:39:54Z,Youtube
8018,@hadigunarto1693,saat ini mei harga bitcoin rp,2025-05-18T12:14:37Z,Youtube
8019,@MiyaBeban,puncak nya di desember jatuh paling di januari diskon gede gedean di januari,2025-10-11T03:56:28Z,Youtube
8020,@WahyuHidayat-d9o,alus banget sih kakak ngejelasinya,2025-01-12T05:53:14Z,Youtube
8021,@arfahral2829,bagaimana dengan altcoin season admin,2025-05-11T10:57:45Z,Youtube
8022,@MuhammadFerdiansyahtjkt,ingin bangt investasi crpto tapi belum usia th,2025-02-11T07:32:43Z,Youtube
8023,@u.k9392,suka banget penjelasan kakak luna next bahas altseason kakak,2025-01-12T04:52:33Z,Youtube
8024,@rdpradityafadlychandra4951,bagus bikin buku lagi kakak tentang kripto,2025-01-12T04:21:56Z,Youtube
8025,@takiudin4063,bit coin naik trus selagi banyak yang beli,2025-08-02T19:23:44Z,Youtube
8026,@agussetyono4704,dulu pernah dapat dogecoin gratisan sampai ribuan dari faucet ketika harganya masih recehan tapi udah tidak jualin semua tidak tahunya skr harganya naik luar biasa,2025-01-12T07:18:32Z,Youtube
8027,@yoshuachuachannel6103,info mahal terima kasih ya,2025-01-16T15:48:51Z,Youtube
8028,@antororawkz2759,teteh luna soft spoken terima kasih ci,2025-01-12T06:19:20Z,Youtube
8029,@Purwito-t7e,saya rasa lebih karena saat tren naik market setiap tahunnya kenaikan lebih dari harga saat awal tahun hingga puncaknya,2025-01-15T16:00:09Z,Youtube
8030,@satriayudoofficial6435,sumpah ka daging banget isinya berkah selaluu,2025-01-12T15:40:56Z,Youtube
8031,@pwgaspol5436,bagus lanjut teruss pom belum bitcoin tmpat ush saya ada gambar bitcoin nya,2025-01-12T10:36:46Z,Youtube
8032,@cilapop90,wah analisa admin bagus juga nih keren,2025-01-15T10:28:54Z,Youtube
8033,@yos-o521,sebagian besar video pembahasan bitcoin dari ngomu bikin makin yakin investasinya terima kasih banyak kakak luna kawan kawan,2025-01-12T06:45:21Z,Youtube
8034,@andikadamongi157,walau verus halving tetap saya pertahankan mining saya karena ketika bitcoin naik veruspun ikut naik,2025-01-14T11:16:34Z,Youtube
8035,@widibaka7058,semangat terus kakak cantik jangan lupa makan sehat jangan kecape an ya,2025-01-12T11:21:15Z,Youtube
8036,@Ayoberbisnisyah,ini bagus ilmunya tapi suara vokalnya kaya kegedean bass coba turunin bassnya terus naikin trebelnya pasti ngomongnya jadi lebih jelas terima kasih,2025-01-12T16:59:36Z,Youtube
8037,@DonnyMUFC,tidak ada yang pasti karena bandar akan selalu menang pasti mereka ada data supply and demand,2025-02-07T23:28:03Z,Youtube
8038,@hanifanruhullahsidiq1878,anjyyy inii mahh konten daging smua,2025-01-15T11:10:21Z,Youtube
8039,@r1amirudin,sangat bermanfaat analisanya harga bitcoin waktunya doxing dan buka kelas,2025-01-26T06:12:42Z,Youtube
8040,@nub.project,update terus yah admin biar makin semangat terima kasih,2025-01-12T06:24:23Z,Youtube
8041,@agusmansur5412,lumayan buat tambah pengetahuan bagus bagus,2025-01-21T17:49:17Z,Youtube
8042,@thaliawijaya4264,masih beli harga bawah bawah terus sampe tiba waktunya admin,2025-01-12T04:11:33Z,Youtube
8043,@agungwija_,terima kasih admin analisa saya juga sekitar bulan oktober puncaknya jadi semakin yakin,2025-01-13T18:53:04Z,Youtube
8044,@nandangadi_0124,team ngomu ikut masuk bitcoin tidak sih,2025-01-12T04:28:36Z,Youtube
8045,@sriindriani1067,admin update terus ya videonya terkait harga bitcoin biar jadi pertimbangan analisaku di bullrun banget ini untuk tapi,2025-01-12T22:17:42Z,Youtube
8046,@andrecow7450,indikatornya dapat dilihat dimana kakak apakah di tranding view ada,2025-05-15T01:09:52Z,Youtube
8047,@jackgaming3266,saya sayang banget sama yang bicara di vdio ini,2025-01-12T13:09:03Z,Youtube
8048,@generasinewmind3543,beli saham btek di rp jual di rp dapat triliun,2025-04-07T23:48:33Z,Youtube
8049,@AXELLL936,pakai exchange apa nih admin buat dapat mode prediksi itu,2025-03-12T18:34:05Z,Youtube
8050,@mikhaelgerson761,guys saran aplikasi untuk beli bitcoin,2025-02-02T00:00:50Z,Youtube
8051,@anggialpian1342,cara mengaktifkar mvzv score nya bagaimana,2025-04-06T11:51:39Z,Youtube
8052,@MiyaBeban,pagi tadi rungkat semuanya semuanya koin,2025-10-11T03:50:22Z,Youtube
8053,@hendiroy4732,nyesel juga udah mulai maen kripto malah jual rugi baru bulan,2025-02-15T17:17:47Z,Youtube
8054,@nicknameds9661,bahas coin cex admin ngomu,2025-01-12T08:03:26Z,Youtube
8055,@ppsdesaindahsari,link buat cek z score dimana ya,2025-11-08T09:36:01Z,Youtube
8056,@bima23-z6h,jir adem bene suara nya,2025-01-13T05:31:02Z,Youtube
8057,@ziadramadhan6025,ka prediksi ethereum bagaimana di saya ini terimakasih,2025-01-12T18:55:11Z,Youtube
8058,@muhammadridwan-fe9tk,review aitech yang teknologinya bagus banget dong admin,2025-02-12T21:35:40Z,Youtube
8059,@animalsworld5129,hari ini tgl des bitcoin masih crash,2025-12-01T02:21:27Z,Youtube
8060,@WildahNadiana,apakah bitcoin november mencapai harga puncaknya dan altcoin mulai rely tgl november,2025-08-20T06:22:42Z,Youtube
8061,@harishermawan9392,admin minta tolong bahas hipotek pengertian dan analoginya atau prakteknya secara sederhana,2025-01-14T04:53:36Z,Youtube
8062,@Dzafp,saya akan kembali ke video ini kalau bitcoin ke m,2025-01-12T04:09:34Z,Youtube
8063,@kangmasbudi4979,ini chanel keren langsung subcribe hari ini bitcoin sudah m,2025-06-13T07:50:35Z,Youtube
8064,@zainalanshory349,bagus msih boleh beli donk,2025-01-12T04:22:51Z,Youtube
8065,@rahmayudin183,bantu saya balik lagi kesini,2025-05-12T11:17:59Z,Youtube
8066,@fetrayusada0027,target saya jual semua dan nanti jika dapat kembali k k k di mungkin mustahil,2025-02-08T11:15:59Z,Youtube
8067,@ChanelPN,mananih orang penjelajah waktu kabarin lah info bitcoin di komen sini,2025-01-12T09:30:14Z,Youtube
8068,@weracuz,thanks ya admin ini salah satu channel saya belajar bitcoin di awal tahun,2025-01-12T09:32:24Z,Youtube
8069,@Airdrop-r3z,entah kenapa suara si kaka nya bikin candu,2025-01-15T11:28:16Z,Youtube
8070,@MukamadWakid,bahas si sikat pemalsuan uang dong bagus nih dan efek nya di ekonomi indonesia mendatang,2025-01-17T13:46:44Z,Youtube
8071,@dipamahista,admin sering bahas altcoin coin dan meme coin dong admin,2025-01-12T14:41:09Z,Youtube
8072,@aguzwibowo622,suara kakaknya bikin candu lembut enak didengar,2025-01-30T13:58:00Z,Youtube
8073,@wongpalembangasli1,wow saya pikir bulan juli pas lihat admin jadi bulan oktober desember,2025-01-17T10:35:17Z,Youtube
8074,@rizoazaolshop636,kalau bitcoin turun atau hancur harga yang untung dipihak siapa uang nya kemana tidak mungkin kalau tidak ada yang ngendaliin kasar nya bandar nya lah,2025-06-01T02:21:57Z,Youtube
8075,@RyanZID,saya dca bitcoin dari awal sampai akhir sampai jumpa di akhir tahun nanti,2025-01-13T07:46:48Z,Youtube
8076,@solusikehidupan1760,bitcoin masih ingin naik tidak yach,2025-05-11T10:55:19Z,Youtube
8077,@SiJinPink,admin luna adalah kalimasada versi cewek,2025-01-12T07:29:52Z,Youtube
8078,@mas_pin23,suka banget denger suara admin,2025-01-12T12:25:09Z,Youtube
8079,@ii826ienx,wah belajar bitcoin dlu nih,2025-01-18T17:44:54Z,Youtube
8080,@hahahihiklip,admin request tolong bahasin topik ini dong m global money supply michael howell dari crossborder capital,2025-01-13T13:44:51Z,Youtube
8081,@MuhammadRaafi-y5d,jadi optimis tahun ini jadi puncak terakhir dalam tahun terakhir sebelum tahun depan mengalami koreksi besar besaran,2025-01-15T04:55:48Z,Youtube
8082,@fauzyalv,bitcoin akan juta pada tahun pegang kata kata ku,2025-01-12T09:31:41Z,Youtube
8083,@fahrizalderrya.b7188,di tengah market yang amat volatil begini akhirnya ada videonya juga semoga bermanfaat yaa admin,2025-01-12T05:59:43Z,Youtube
8084,@auliasandi8216,untuk ngeliat indikator itu ada tidak di aplikasi tradingview,2025-04-24T02:20:12Z,Youtube
8085,@ranggaabdulmalik2560,closing statement favourit tetap di chanel ngomongin uang karena ngomongin uang tidak aaaada uangnya,2025-01-20T05:21:49Z,Youtube
8086,@williamkwee285,harga pada terjun bebas mbak,2025-08-03T00:44:53Z,Youtube
8087,@Ahmad-bs6py,mvrv z score ini dapat diakses dimana kakak,2025-02-25T05:10:45Z,Youtube
8088,@bryanpratama8327,kalau bitcoin bertujuan menggantikan uang yang diterbitkan dari institusi sentralistik mengapa masih belum diadopsi secara masif,2025-01-15T00:58:18Z,Youtube
8089,@gembhullputrareog9147,sama persis dengan prediksi saya,2025-01-12T08:33:28Z,Youtube
8090,@akmalilhamdzurkaefi9645,asemmm andai saya lihat chanel ini dari janury,2025-01-14T16:57:58Z,Youtube
8092,@anakrimba2054,saya dari dullu hanya nyimak dengerin sambil melongo dan sekarang jjur saya nyesel dullu tidak ikut masuk beli thn,2025-01-12T07:08:49Z,Youtube
8093,@ahmadhafidmusyofa7812,request dong ngomu bahas soal bizhare,2025-01-14T14:31:30Z,Youtube
8094,@bahtiarrifa11jtditonton45,andai saya tahu bitcoin dari saya beli bitcoin sekarang udah jadi miliar lebih,2025-03-01T20:04:14Z,Youtube
8095,@FaktaSujiwa,jika kalian berharap bi coin bakalan naik tahun depan jelas tidak saya kain bit koin bakalan nyungsep ke diakhitahun,2025-01-12T05:04:55Z,Youtube
8096,@BT-tw2vz,admin kalau altcoin season terjadi kira akan lebih dulu mana yang terjadi antara puncak halving dengan altcoin season,2025-01-12T14:46:24Z,Youtube
8097,@SijoeLNanda,admin indikator itu ada di tradingview atau binance,2025-01-18T00:51:18Z,Youtube
8098,@febripermanaputra26,saya akan kembali ke video ini kalau garisnya sudah bersilangan,2025-01-12T09:53:09Z,Youtube
8099,@MiyaBeban,januari harga m atau juta,2025-10-11T03:59:20Z,Youtube
8100,@bramvis21,bitcoin akan mencapai juta dollar bersiaplah,2025-04-02T12:42:59Z,Youtube
8101,@Chikal_24,mereka kaya raya kita tetap miskin kena tipu,2025-04-03T17:57:54Z,Youtube
8102,@Surya_Subagja,masuk akal sih tapi saya optimis di k,2025-01-12T11:36:21Z,Youtube
8103,@cantika_1505,tren turun bakal bottom berapa ya kira kira,2025-02-21T12:18:39Z,Youtube
8104,@Cip3ngp3ng,dari bulan des pattern bitcoin sampai ethereum x bitcoin klu bitcoin ethereum trump di lantik kemungkinan ada bullrun,2025-01-14T07:34:15Z,Youtube
8105,@oktariooro7411,kalau ada waktu bahas ethereum solana kakak,2025-01-12T06:05:16Z,Youtube
8106,@rifaimuhammad475,juli jam siang udah di harga,2025-07-14T05:02:24Z,Youtube
8107,@YUSAABIYAENALABSA,total keseluruhan bitcoin juta terus pertanyaannya sudah beredar berapa di seluruh dunia,2025-01-17T17:05:02Z,Youtube
8108,@cangcilung8573,sekarang bitcoin video selanjutnya bahas altcoin season nya kaaa,2025-01-12T06:00:09Z,Youtube
8109,@sholawatlangit1,tools apa yang dipakai buat prediksi,2025-01-12T05:14:47Z,Youtube
8110,@MahesaRani-xl7iu,bagaimana dengan progres pi network kedepannya dengan konsep ambisiusnya,2025-01-18T02:54:21Z,Youtube
8111,@ndutzyyman3319,analisisnya pakai aplikasi apa admin,2025-04-19T02:35:12Z,Youtube
8113,@7refalde,next bahas prediksi ethereum admin,2025-01-12T07:08:42Z,Youtube
8114,@Catatankamera23,kalau beli dca apakah bagus ya dan aplikasi mana yang bagus untuk beli bitcoin ya,2025-01-16T11:18:26Z,Youtube
8115,@IimSudirman,dimana saya dapat cari indikatot pi cicle dan mvrv z score,2025-01-19T08:02:57Z,Youtube
8116,@MA-bd1lz,bitcoin bakal naik m di,2025-05-12T04:37:57Z,Youtube
8117,@mama_Arumy,bitcoin akan kalah harga nya nanti sama pi network setelah beberapa tahun listing karena pendiri pi network dari nikolas kokalis dialah sebenarnya satoshi nakamoto,2025-02-19T20:03:46Z,Youtube
8118,@margonoekoprasetyo6004,nonton sekarang bitcoin sudah milyar,2025-07-12T04:54:26Z,Youtube
8119,@drknght9682,nunggu orng yang komen bitcoin bakal jadi nol telor bebek,2025-01-12T05:15:51Z,Youtube
8120,@rohmaty71,apa kabar yang beli di harga juta,2025-01-13T16:13:38Z,Youtube
8121,@ARARENJOY247,biaya transaksi hajar full margin tapi di bulan april,2025-01-12T12:51:53Z,Youtube
8122,@WahyuYudistira,cara gunain zscorenya bagaimana minn,2025-04-29T15:50:25Z,Youtube
8123,@udinpemalang2999,pi network lahir akan menjadi sejarah sebagai uang digital global dan nilai nya akan mengalahkan bitcoin,2025-02-14T19:09:52Z,Youtube
8124,@coconutphotoshop5223,video ini masih relevan kk,2025-09-25T17:44:48Z,Youtube
8125,@abymahesha4136,analisa ku sama dan saya ngerasa kayak ah ngomu ngebocorin analisaku nih tertawa,2025-01-12T17:08:29Z,Youtube
8126,@MuhammadHanif-mc7ni,lah skrg saja sudah naik banyak mint sisanya ya dibanting,2025-01-26T09:07:29Z,Youtube
8127,@yosafat9433,minn mauu nanya admin untuk baca quartil per tahun dan analisa polanya pakai apk website apaa ya minn saya masi sma mauu belajar baca grafiknyaa,2025-01-13T14:20:57Z,Youtube
8128,@madeprama5059,udah beli dari jaman juta,2025-01-12T09:00:16Z,Youtube
8129,@gurgur-213,siapa disini yang dari masa depan,2025-01-12T07:42:46Z,Youtube
8130,@daydreamer6428,kalau turun dulu kan lumayan admin mending beli harga bawah bawah,2025-01-13T14:01:37Z,Youtube
8131,@bimagf2840,jgn lupa bahas altcoin coin juga kakak yang berpontensi naik,2025-01-12T05:52:41Z,Youtube
8133,@abdulrosyid7686,saran buat mulai beli bitcoit di mana admin,2025-02-21T05:08:08Z,Youtube
8134,@roti5012,saya kasih bocoran bahwa bitcoin harga puncaknya miliar tahun,2025-01-14T14:33:54Z,Youtube
8135,@Pinetwork-indonesia,naik terus karena semakin banyak yang beli coba klw semua org jual ya hancur juga kwkwkw kyk hrg cabe di pasar lah,2025-01-21T05:31:55Z,Youtube
8136,@masavan7596,dengan roi minimal thn harga bitcoin akan mencapai m dalam thn kedepan bgmn pandangan kakak luna,2025-01-12T04:32:15Z,Youtube
8137,@crepesmzbhemzbhe3109,bitcoin terus memuncak habis itu ilang deh sedih deh itu prediksi saya sendiri,2025-01-20T16:19:56Z,Youtube
8138,@anantayusufb,itu di aplikasi apasihh ka buat lihat z score pi cycle dan nama indicatornya apa,2025-01-14T09:05:52Z,Youtube
8139,@WahyuYudistira,caranya buat nganalisa pakai garis kuning bagaimana admin,2025-04-29T15:43:35Z,Youtube
8140,@Dreamaicat-w8q,prediksi saya bitcoin mencapai puncak ath di desember mencapai,2025-01-12T06:45:01Z,Youtube
8141,@YUSAKIMURA,coba dlu aq pnya bitcoin satu saja skrg aq jadi org terkaya di kampung,2025-01-21T18:35:22Z,Youtube
8142,@rudimsi5341,bitcoin seperti rdpu naik lurus saja sampai,2025-01-13T11:51:02Z,Youtube
8143,@spektroguardgamingid6674,buat ngeliat indikator mvrv score itu dimana admin ada di platform apa ya,2025-01-14T05:00:21Z,Youtube
8144,@Dahlia10384,pertanyaan lg admin atl sepanjang terjadi kapan kira kapan koreksi terdalamnya,2025-01-12T11:31:00Z,Youtube
8145,@barnieMaddie-oy4ir,puncak bitcoin k k oktober ss now thank me later,2025-01-17T17:57:33Z,Youtube
8146,@notme6511,ada video plg dasar bitcoin,2025-01-12T15:50:11Z,Youtube
8147,@androide6643,bahas baby dogecoin dong ka,2025-01-13T16:58:07Z,Youtube
8148,@Trdenew,semakin tidak terjangkau untuk memilikinya,2025-01-17T12:57:19Z,Youtube
8149,@AnuBeast01,cara make indikatornya di mana,2025-01-12T04:03:49Z,Youtube
8150,@ytpasuruan8320,semoga yang nonton untung bitcoin semua,2025-01-13T06:50:55Z,Youtube
8151,@andstory6069,bikin prediksi kalau kita beli admin berapa hari setelah halving,2025-01-12T19:35:24Z,Youtube
8152,@erisbudi,berarti akhir exit dulu ya admin dari market baru awal sampai ke halving berikutnya biaya transaksi terus beli beli beli,2025-01-12T18:08:39Z,Youtube
8153,@alifadiva2341,salut komennya pd pro biasaya kan pom pom lah telur bebek lah gembling lah yang skeptis terus kasian ketinggalan nanti,2025-01-12T14:05:30Z,Youtube
8154,@FahmiHasan-v3g,di akhir februari bagus turun nya admin,2025-02-28T13:33:16Z,Youtube
8155,@densuj,sah buat saya tahun tahun stable coin,2025-01-12T09:52:56Z,Youtube
8156,@TeguhPtr14,polygon tidak naek asem banget sudah,2025-01-12T10:53:52Z,Youtube
8157,@rezkykurniawan315,prediksi harga bitcoin di ngomu sama kayak yang diprediksi oleh saudara timothy angka nya,2025-01-21T08:42:40Z,Youtube
8158,@lembarannabi,kalau dilihat dari rainbow chart yaa memang top nya ada diharga k,2025-01-12T07:51:43Z,Youtube
8159,@alqor9889,next bahas hyperliquid dan temen nya admin,2025-01-12T14:21:10Z,Youtube
8160,@NS_prop_firm,ini beneran yang buat cewek saudara,2025-02-22T19:14:40Z,Youtube
8161,@elvandh7047,next bikin buku ngomu khusus anak asik kyknya admin,2025-01-24T01:06:28Z,Youtube
8162,@thegaz2449,apakah bitcoin dapat berpengaruh besar kepada lembaga brics,2025-01-18T14:08:20Z,Youtube
8163,@hanzmusic9711,apakah wort it beli bitcoin skrang ges masih awam,2025-01-17T07:58:46Z,Youtube
8164,@kampret69channel66,kamis januari saya akan kembali di masa depan,2025-01-16T09:47:37Z,Youtube
8165,@hkms8231,x x x x berarti next sirklus cuma naik x dari bottom,2025-01-22T12:27:00Z,Youtube
8166,@datarizki9262,bahas siklus ethereum juga admin karena porto donald trump terbesar ethereum bukan bitcoin,2025-01-12T06:54:17Z,Youtube
8167,@asbakhitam7724,baru cair dari kur siap all in pepe,2025-01-12T22:37:31Z,Youtube
8168,@morefine1527,izin bertanya apabila terjadi perang sehingga semua orang menarik semua orang menarik uang mereka di bank apakah bitcoin dapat menjadi alat tukar selain uang,2025-02-25T07:25:02Z,Youtube
8169,@salmabelajar,cara lihat grafik kaya begini secara real time dimana si,2025-01-17T18:29:55Z,Youtube
8170,@TheWilly5514,sepertinya ath bitcoin di sekitar tidak mencapai cuma atau saja,2025-01-13T23:50:48Z,Youtube
8171,@restur7511,kira kapan kakak beli bitcoin nya apa dsri skrng,2025-01-12T17:39:33Z,Youtube
8172,@audychristianrayvanokalalo8001,indikator z score nya dapat dari mana yaa,2025-01-20T11:48:21Z,Youtube
8173,@ureyes21,cara menggunakannya bagaimana bantu jawab kakak,2025-01-19T07:20:26Z,Youtube
8174,@yanboyart,jelas dan tidak menimbulkan teka teki,2025-01-13T10:41:58Z,Youtube
8175,@joandairham4068,ritel modal besar yang udah masuk duluan siap menunggu momen nyicil keuntungan,2025-01-19T12:34:47Z,Youtube
8176,@Kereta_Indra,baru kenal kripto terutama bitcoin pas udab m enaknya masuk tidak admin,2025-01-12T07:51:45Z,Youtube
8177,@usaidiponsel6674,maaf ini mba bahans pi network juga dong,2025-04-27T09:35:12Z,Youtube
8178,@yuliantiyulianti6256,ingin tanya sih pemula bitcoin itu gunanya buat apa sih kegunaannya bagaimana tolong di jawab ya gaes,2025-01-16T07:21:07Z,Youtube
8179,@khairilfadlimaulana7042,admin bahas ripple yang digadang akan sebesar bitcoin,2025-01-12T16:44:42Z,Youtube
8180,@Break_N_Revers,jng lupa ada gap di k dan bitcoin pasti akan nutup gap hanya masalah wkt saja,2025-01-12T14:26:08Z,Youtube
8181,@ramaandika1502,kakak kalau main di apk pintu aman tidak ya untuk jangka panjang nyesel ahh bulan juli kemaren huhu klok,2025-01-15T18:42:59Z,Youtube
8182,@Gertako-c4t,cara untuk mendownload aplikasi bitcoin apa ya,2025-01-25T23:50:19Z,Youtube
